"nom","accident_count_20KM","lat_airport","long_airport"
"Strasbourg_Airport","10","48.53829956054688","7.628230094909668"
"Cannes-Mandelieu_Airport","17","43.542","6.95348"
"Autun-Bellevue_Airport","2","46.96730041503906","4.260570049285889"
"Charleville-Mezieres_Airport","1","49.78390121459961","4.647079944610597"
"Annemasse_Airport","8","46.1920013428","6.268390178680002"
"Nevers-Fourchambault_Airport","5","47.002601623535156","3.1133298873901367"
"Albert-Bray_Airport","5","49.9715003967","2.6976599693299996"
"Lanveoc-Poulmic_Air_Base","5","48.281700134277344","-4.4450201988220215"
"Megeve_Airport","1","45.82080078125","6.652219772338867"
"Caen-Carpiquet_Airport","4","49.173301696777344","-0.44999998807907104"
"Pont_Sur_Yonne_Airfield","2","48.289172","3.247912"
"Etain-Rouvres_Air_Base","2","49.22689819335938","5.672220230102539"
"Ales-Deaux_Airport","3","44.069697999999995","4.142119999999999"
"Saint-Affrique-Belmont_Airport","1","43.82329940795898","2.7452800273895264"
"Vannes-Meucon_Airport","4","47.72330093383789","-2.718559980392456"
"Mont-de-Marsan_(BA_118)_Air_Base","1","43.911701","-0.5075"
"Millau-Larzac_Airfield","2","43.9893","3.1830000000000003"
"Metz-Frescaty_(BA_128)_Air_Base","6","49.07170104980469","6.131669998168945"
"Nangis-Les_Loges_Airport","7","48.59619903564453","3.0067899227142334"
"Aubenas-Ardeche_Meridional_Airport","1","44.544203","4.372192"
"Saint-Cyr-l'Ecole_Airport","34","48.8114013671875","2.0747199058532715"
"Villefranche-Tarare_Airport","20","45.919983","4.634931"
"Meaux_Esbly_Airport","15","48.92779922485352","2.835279941558838"
"La_Ferte_Alais_Airfield","15","48.498652","2.338867"
"Saint-Etienne-Boutheon_Airport","13","45.54059982299805","4.2963900566101065"
"Saulieu_Liernais_Airfield","1","47.239399","4.26583"
"Castres-Mazamet_Airport","6","43.55630111694336","2.289180040359497"
"Frejus_Airport","16","43.4175","6.7357"
"Bergerac-Roumaniere_Airport","2","44.82529830932617","0.5186110138893127"
"Biarritz-Anglet-Bayonne_Airport","11","43.4683333","-1.5311111000000002"
"Toulouse-Lasbordes_Airport","15","43.58610153198242","1.4991699457168581"
"Saint-Flour-Coltines_Airport","6","45.07640075683594","2.99360990524292"
"Lille-Lesquin_Airport","30","50.563332","3.0868860000000002"
"Corte_Airport","1","42.29359817504883","9.193059921264648"
"Royan-Medis_Airport","3","45.62810134887695","-0.9725000262260436"
"Carcassonne_Airport","5","43.21599960327149","2.3063199520111084"
"Toulouse-Blagnac_Airport","11","43.629101","1.36382"
"Chambery-Challes-les-Eaux_Airport","7","45.5611000061","5.9757599830600014"
"Toulon-Hyeres_Airport","6","43.0973014832","6.14602994919"
"Angouleme-Brie-Champniers_Airport","8","45.72919845581055","0.22145600616931915"
"Albi-Le_Sequestre_Airport","7","43.91389846801758","2.1130599975585938"
"Mende-Brenoux_Airfield","1","44.502102","3.5328199999999996"
"Aubigny-sur-Nere_Airport","1","47.480556","2.394167"
"Guiscriff_Scaer_Airport","2","48.0525016784668","-3.664720058441162"
"Epinal-Mirecourt_Airport","2","48.325001","6.06998"
"Paris-Orly_Airport","81","48.7233333","2.3794444"
"Colmar-Houssen_Airport","2","48.109901428222656","7.359010219573975"
"Auch-Lamothe_Airport","4","43.687801","0.601667"
"Nice-Cote_d'Azur_Airport","8","43.658401489300005","7.215869903560001"
"Le_Havre_Octeville_Airport","8","49.53390121459961","0.08805599808692932"
"Chalons-Vatry_Airport","1","48.7733333333","4.206111111"
"Damblain_Airport","3","48.08629989624024","5.664060115814209"
"La_Mole_Airport","5","43.205399","6.482"
"Arcachon-La_Teste-de-Buch_Airport","2","44.596401","-1.11083"
"Lure_Malbouhans_Air_Base","6","47.7047","6.5458300000000005"
"Meribel_Altiport","2","45.407003","6.577942"
"Lezignan-Corbieres_Airfield","8","43.1758","2.73417"
"Montpellier-Mediterranee_Airport","12","43.57619857788086","3.96301007270813"
"Saint-Yan_Airport","3","46.412498474121094","4.0132598876953125"
"Granville_Airport","1","48.88309860229492","-1.564170002937317"
"Poitiers-Biard_Airport","5","46.58769989013672","0.30666598677635193"
"Pontivy_Airport","5","48.05849838256836","-2.92182993888855"
"La_Baule-Escoublac_Airport","5","47.28939819335938","-2.346390008926392"
"Saint-Dizier-Robinson_(BA_113)_Air_Base","3","48.63600158691406","4.899419784545898"
"Bordeaux-Merignac_Airport","12","44.8283004761","-0.7155560255050001"
"Semur_En_Auxois_Airfield","3","47.481899","4.34417"
"Andernos_Les_Bains_Airport","5","44.7561","-1.0633299999999999"
"Chalon-Champforgeuil_Airport","5","46.82609939575195","4.817629814147949"
"Clermont-Ferrand_Auvergne_Airport","5","45.786701202399996","3.1691699027999998"
"Maubeuge-Elesmes_Airport","1","50.31050109863281","4.0331201553344735"
"Le_Touquet-Cote_d'Opale_Airport","2","50.51739883422852","1.6205899715423584"
"Istres_Le_Tube/Istres_Air_Base_(BA_125)_Airport","15","43.522701","4.92384"
"Orleans-Bricy_(BA_123)_Air_Base","14","47.9878005981","1.7605600357100002"
"Vichy-Charmeil_Airport","8","46.169700622558594","3.4037399291992188"
"Blois-Le_Breuil_Airport","10","47.678502","1.20884"
"Paris_Beauvais_Tille_Airport","2","49.45439910888672","2.1127800941467285"
"Nancy-Ochey_(BA_133)_Air_Base","6","48.58309936523438","5.954999923706055"
"Chateaudun_(BA_279)_Air_Base","4","48.058102000000005","1.3766200000000002"
"Cazaux_(BA_120)_Air_Base","2","44.53329849243164","-1.125"
"Le_Puy-Loudes_Airport","1","45.0806999206543","3.7628901004791264"
"Dijon-Bourgogne_Airport","4","47.268902000000004","5.09"
"Luxeuil-Saint-Sauveur_(BA_116)_Air_Base","6","47.783055600000004","6.36416667"
"Orange-Caritat_(BA_115)_Air_Base","14","44.14049911499024","4.866720199584961"
"Toulouse-Francazal_(BA_101)_Air_Base","18","43.54560089111328","1.3674999475479126"
"Cahors-Lalbenque_Airport","4","44.35139846801758","1.4752800464630127"
"Cognac-Chateaubernard_(BA_709)_Air_Base","2","45.65829849243164","-0.3174999952316284"
"Quimper-Cornouaille_Airport","5","47.974998474121094","-4.167789936065674"
"Le_Luc-Le_Cannet_Airport","14","43.38470077514648","6.3871397972106925"
"Besancon-La_Veze_Airport","2","47.2066","6.0836809999999995"
"Cambrai-Epinoy_(BA_103)_Air_Base","10","50.221802000000004","3.15424"
"Coulommiers-Voisins_Airport","16","48.83769989013672","3.016119956970215"
"Enghien_Moisselles_Airfield","71","49.046397999999996","2.3530599999999997"
"Le_Castellet_Airport","19","43.25249862670898","5.785190105438232"
"Tours-Val-de-Loire_Airport","6","47.4322013855","0.727605998516"
"Valenciennes-Denain_Airport","10","50.32580184936523","3.4612600803375244"
"Reims-Champagne_(BA_112)_Air_Base","6","49.310001","4.05"
"Marmande-Virazeil_Airport","10","44.4989013671875","0.2005140036344528"
"Figari_Sud-Corse_Airport","4","41.5005989074707","9.097780227661133"
"Mimizan_Airport","1","44.145928000000005","-1.16432"
"Dinard-Pleurtuit-Saint-Malo_Airport","2","48.58769989013672","-2.0799601078033447"
"Salon-de-Provence_(BA_701)_Air_Base","24","43.60639953613281","5.109250068664551"
"Auxerre-Branches_Airport","11","47.85020065307617","3.4971098899841313"
"Angers-Loire_Airport","3","47.560299","-0.312222"
"Dole-Tavaux_Airport","3","47.042685999999996","5.4350629999999995"
"Metz-Nancy-Lorraine_Airport","9","48.9821014404","6.25131988525"
"Beaune-Challanges_Airport","3","47.005901","4.89342"
"Agen-La_Garenne_Airport","2","44.17470169067383","0.5905560255050659"
"Calais-Dunkerque_Airport","5","50.96210098266602","1.954759955406189"
"Reims-Prunay_Airport","8","49.20869827270508","4.1565799713134775"
"Merville-Calonne_Airport","19","50.61840057373047","2.642240047454834"
"Bagnoles-de-l'Orne-Couterne_Airport","4","48.545799255371094","-0.38744398951530457"
"Cholet_Le_Pontreau_Airport","7","47.08209991455078","-0.8770639896392822"
"Charles_de_Gaulle_International_Airport","73","49.012798","2.55"
"Muret-Lherm_Airport","21","43.44889831542969","1.2633299827575684"
"Amiens-Glisy_Airport","2","49.873003999999995","2.387074"
"Le_Mans-Arnage_Airport","7","47.94860076904297","0.201666995882988"
"Tarbes-Lourdes-Pyrenees_Airport","2","43.1786994934082","-0.006438999902456999"
"Brive_Souillac_Airport","7","45.039722","1.4855559999999999"
"Lyon-Bron_Airport","20","45.72719955444336","4.944270133972168"
"Libourne-Artigues-de-Lussac_Airport","6","44.982498","-0.134722"
"Montauban_Airport","5","44.02569961547852","1.3780399560928345"
"Lyon_Saint-Exupery_Airport","11","45.725556","5.081111"
"Ancenis_Airport","7","47.40810012817383","-1.1775000095367432"
"Vesoul-Frotey_Airport","4","47.6376","6.20392"
"Macon-Charnay_Airport","9","46.295101","4.79577"
"EuroAirport_Basel-Mulhouse-Freiburg_Airport","4","47.59","7.5291667"
"Colmar-Meyenheim_Air_Base","14","47.922000885","7.39967012405"
"Creil_Air_Base","5","49.253501892089844","2.5191400051116943"
"La_Roche-sur-Yon_Airport","7","46.70190048217773","-1.3786300420761108"
"Strasbourg_Neuhof_Airfield","7","48.554401","7.778060000000001"
"Marseille_Provence_Airport","62","43.439271921999996","5.22142410278"
"La_Grand'combe_Airport","7","44.24440002441406","4.012219905853272"
"Moulins-Montbeugny_Airport","6","46.53459930419922","3.423719882965088"
"Lille/Marcq-en-Baroeul_Airport","5","50.68719863891602","3.0755600929260254"
"Montbeliard-Courcelles_Airfield","3","47.486999999999995","6.790539999999999"
"Bourg-Ceyzeriat_Airport","7","46.20090103149414","5.292029857635498"
"Pamiers-Les_Pujols_Airport","3","43.090599060058594","1.69582998752594"
"Troyes-Barberey_Airport","2","48.322102","4.0167"
"La_Rochelle-Ile_de_Re_Airport","4","46.17919921875","-1.1952799558639526"
"St_Pierre_d'Oleron_Airfield","3","45.959202000000005","-1.3161100000000001"
"Grenoble-Isere_Airport","5","45.36289978027344","5.329370021820068"
"Rochefort-Saint-Agnant_(BA_721)_Airport","1","45.88779830932617","-0.9830560088157654"
"Paris-Le_Bourget_Airport","101","48.969398498535156","2.441390037536621"
"Pontoise_-_Cormeilles-en-Vexin_Airport","17","49.096667","2.040833"
"Pau_Pyrenees_Airport","5","43.38000106811523","-0.4186109900474548"
"Propriano_Airport","1","41.66059875488281","8.889749526977539"
"Saumur-Saint-Florent_Airport","5","47.256802","-0.11514200000000001"
"Valence-Chabeuil_Airport","16","44.9216","4.9699"
"Limoges_Airport","2","45.86280059814453","1.1794400215148926"
"Deauville-Saint-Gatien_Airport","3","49.3652992249","0.154305994511"
"Saint-Nazaire-Montoir_Airport","7","47.3105556","-2.1566667"
"Ajaccio-Napoleon_Bonaparte_Airport","5","41.92359924316406","8.8029203414917"
"Calvi-Sainte-Catherine_Airport","2","42.52444439999999","8.793055599999999"
"Joigny_Airport","9","47.9921989440918","3.392220020294189"
"Courchevel_Airport","1","45.39670181274414","6.6347198486328125"
"Cassagnes-Begonhes_Airport","1","44.17779922485352","2.515000104904175"
"Avignon-Caumont_Airport","24","43.90729904174805","4.901830196380615"
"Brienne-le-Chateau_Airport","1","48.4297981262207","4.48222017288208"
"Rennes-Saint-Jacques_Airport","10","48.0694999695","-1.73478996754"
"Annecy-Haute-Savoie-Mont_Blanc_Airport","7","45.930833299999996","6.106388900000001"
"Amberieu_Air_Base_(BA_278)","8","45.987301","5.3284400000000005"
"Nancy-Essey_Airport","6","48.692100524902344","6.230460166931152"
"Ussel-Thalamy_Airport","2","45.53469848632813","2.4238901138305664"
"Nantes_Atlantique_Airport","12","47.15319824220001","-1.61073005199"
"Beziers-Vias_Airport","7","43.32350158691406","3.353899955749512"
"Perpignan-Rivesaltes_(Llabanere)_Airport","9","42.74039840698242","2.8706700801849365"
"St_Florentin_Cheu_Airfield","4","47.98019","3.775583"
"Phalsbourg-Bourscheid_Air_Base","1","48.768055600000004","7.205"
"Peronne-Saint-Quentin_Airport","4","49.8685","3.0295799999999997"
"Abbeville","2","50.143501","1.831891"
"Toussus-le-Noble_Airport","48","48.75189971923828","2.1061899662017822"
"Graulhet-Montdragon_Airport","21","43.77109909057617","2.0108299255371094"
"Montlucon-Domerat_Airport","5","46.352501000000004","2.57049"
"Fontaine_Airport","5","47.65560150146499","7.0108299255371"
"Villacoublay-Velizy_(BA_107)_Air_Base","122","48.7741667","2.1916667000000003"
"Lognes_Emerainville_Airport","43","48.821028000000005","2.6259669999999997"
"Rodez-Marcillac_Airport","2","44.407901763916016","2.4826700687408447"
"Aire-sur-l'Adour_Airport","2","43.70940017700195","-0.24527800083160398"
"Cherbourg-Maupertus_Airport","1","49.65010070800781","-1.4702800512313845"
"Roanne-Renaison_Airport","2","46.05830001831055","4.001389980316162"
"Haguenau_Airport","7","48.7943000793","7.8176097869899985"
"Saint-Brieuc-Armor_Airport","2","48.5378","-2.8544400000000003"
"Aix-en-Provence_(BA_114)_Airport","27","43.5056","5.367780000000001"
"Evreux-Fauville_(BA_105)_Air_Base","6","49.02870178222656","1.219859957695007"
"Melun-Villaroche_Air_Base","10","48.604698181152344","2.6711199283599854"
"Cuers-Pierrefeu_Airport","21","43.24779891967773","6.126699924468994"
"Saint-Girons-Antichan_Airport","6","43.0078010559082","1.1031500101089478"
"Carpentras_Airport","17","44.02980041503906","5.0780601501464835"
"Landivisiau_Air_Base","8","48.53030014038086","-4.151639938354491"
"Nimes-Arles-Camargue_Airport","7","43.75740051269531","4.4163498878479"
"Montlucon-Gueret_Airport","1","46.22259902954102","2.3639600276947017"
"Solenzara_(BA_126)_Air_Base","2","41.924400329589844","9.406000137329102"
"Chateau-Thierry_-_Belleau_Airfield","5","49.0672","3.3569400000000003"
"Villeneuve-sur-Lot_Airport","3","44.39690017700195","0.7588890194892883"
"Chateauroux-Deols_Marcel_Dassault_Airport","4","46.860278","1.721111"
"Lannion-Cote_de_Granit_Airport","3","48.754397999999995","-3.47166"
"Brest_Bretagne_Airport","4","48.4478988647461","-4.418540000915527"
"Rouen_Airport","7","49.38420104980469","1.1748000383377075"
"Chambery-Savoie_Airport","14","45.638099670410156","5.880229949951173"
"Lorient_South_Brittany_(Bretagne_Sud)_Airport","4","47.76060104370117","-3.440000057220459"